SPUR,KAP INDUSTRIAL,ADVTECH,REUNERT,CLICKS GROUP,CITY LODGE HOTELS,PPC,NAMPAK,MURRAY & ROBERTS,SUPER GROUP,CURRO HOLDINGS,INVICTA,PICK N PAY STORES,TSOGO SUN,SHOPRITE,GRINDROD,WOOLWORTHS HDG,FAMOUS BRANDS,AFRIMAT,MASSMART,MR PRICE GROUP,RAUBEX GROUP,THE FOSCHINI GROUP,BARLOWORLD,BIDVEST GROUP,SUN INTERNATIONAL,WLSN.BAYLY HOLMES-OVCON,MPACT,HUDACO,CASHBUILD,LEWIS GROUP,TRENCOR,ITALTILE,IMPERIAL,SPAR GROUP,TRUWORTHS INTL
3000,350,640,6859,6159,13100,3149,3820,2763,2510,2576.0,11450,5049,2615,16550,2660,7380,9670,1230,13750,15305,2265,9870,9493,26300,9565,15325,2710.0,9980,15900,6850,6825,750,19595,12749,7800
2981,350,659,6909,6110,13221,3134,3843,2775,2519,2700.0,11410,5033,2600,16400,2650,7497,9600,1200,13450,15549,2240,9800,9401,26385,9575,15285,2751.0,9990,16135,6901,6810,750,19800,12567,7800
2960,340,663,6792,5929,13136,3149,3800,2720,2526,2743.0,11401,5040,2550,16118,2655,7266,9368,1200,13100,15352,2196,9648,9020,25590,9139,15150,2720.0,9950,16150,6840,6781,750,19197,12500,7725
2974,345,660,6783,5906,13040,3101,3800,2700,2530,2750.0,11450,4993,2580,15975,2600,7134,9360,1239,12887,15160,2250,9500,8790,25432,9253,15162,2693.0,10000,15500,6825,6735,755,18901,12272,7615
2980,344,652,6953,6060,13140,3090,3920,2700,2520,2705.0,11485,5007,2568,16241,2689,7284,9645,1240,13280,15630,2200,9726,9345,26000,9250,15000,2724.0,9971,15872,6613,6740,755,19532,12841,7700
2987,345,674,6880,6108,13490,3070,3950,2700,2610,2700.0,11850,4949,2570,15970,2775,7225,9636,1240,13322,15577,2172,9569,9430,25830,9200,14980,2720.0,9995,15499,6704,6780,755,19364,12880,7652
3030,340,660,6900,6280,13883,3060,3965,2671,2601,2719.0,12000,5018,2585,16231,2811,7499,9601,1211,13495,15700,2200,9657,9450,25900,9160,14850,2715.0,9990,15660,6810,6712,755,19450,13100,7588
3029,355,650,6955,6300,13690,3081,3965,2680,2571,2750.0,11990,5199,2635,16315,2767,7477,9400,1240,13574,15800,2190,9748,9600,26050,9165,14679,2635.0,10000,15643,7039,6673,795,19790,13580,7573
3089,350,645,6832,6250,13699,3073,4053,2680,2600,2746.0,11921,5200,2657,16350,2800,7530,9400,1240,13499,16040,2199,9866,9650,26600,9099,14528,2647.0,10250,15302,6989,6750,755,19877,13339,7650
3089,354,662,6765,6252,13700,3085,4050,2680,2635,2735.0,12050,5200,2658,16390,2815,7550,9380,1220,13400,16035,2164,9975,9540,26659,9205,14580,2680.0,10250,15500,6969,6850,756,20100,13319,7650
3070,354,669,6834,6398,14000,3038,4020,2680,2620,2760.0,12312,5243,2683,16230,2818,7539,9498,1200,13548,16130,2182,9725,9701,26756,9389,14600,2694.0,10321,15600,7025,6897,756,19800,13331,7648
3034,344,665,6791,6315,14000,3099,4087,2741,2620,2780.0,12510,5299,2627,16325,2806,7460,9469,1210,13400,16066,2196,9600,9965,26999,9530,14600,2700.0,10500,15700,7072,6934,756,20131,13399,7703
2999,345,657,6850,6279,13960,3140,4100,2681,2615,2780.0,12387,5200,2660,16400,2803,7465,9576,1250,13000,16374,2175,9575,10001,26835,9530,14600,2690.0,10500,15500,7090,6900,756,20261,13154,7676
2998,350,658,6940,6280,13656,3143,4140,2750,2625,2750.0,12801,5210,2645,16550,2813,7571,9571,1250,13000,16300,2278,9514,10000,27074,9538,14600,2676.0,10340,15500,6946,7049,756,20300,13356,7650
2980,350,660,6854,6290,13572,3150,4092,2748,2630,2770.0,12850,5200,2638,16351,2800,7460,9500,1190,12700,16113,2213,9399,9933,26701,9531,14510,2710.0,10550,15500,6925,7055,756,19755,13300,7626
2981,348,680,6750,6203,13543,2938,4070,2707,2647,2875.0,12900,5121,2590,16199,2800,7350,9605,1170,12444,16024,2215,9150,9825,26550,9310,14425,2700.0,10400,16005,6996,7160,770,19475,12903,7495
3000,348,680,6810,6186,13598,2941,4091,2780,2680,2930.0,12750,5060,2600,16173,2770,7377,9806,1230,12614,15979,2213,9133,9889,26811,9400,14620,2700.0,10669,15500,7046,7200,795,19980,12800,7500
2985,345,707,6750,6071,13546,2940,4080,2790,2749,2925.0,12700,5050,2650,15897,2765,7226,10110,1250,12450,15768,2200,9087,9700,26548,9303,14655,2705.0,10650,15200,6996,7100,766,20031,12403,7400
2981,354,744,6750,6065,13500,2961,4036,2759,2766,2960.0,12506,5055,2625,15900,2760,7100,10131,1190,12200,15700,2194,9108,9739,26387,9450,14750,2713.0,10650,15220,7026,7044,770,19891,12470,7374
3000,354,745,6753,6200,13527,2940,4025,2699,2761,2950.0,12589,5060,2600,16031,2749,7289,10528,1205,12000,16107,2180,9292,9688,26206,9425,14750,2680.0,10990,15000,7035,6950,800,20279,12634,7547
3040,350,738,6640,6125,13316,2940,3933,2736,2781,2965.0,12599,5155,2636,16070,2762,7459,10800,1200,12443,16585,2150,9630,9742,26998,9569,14800,2687.0,10739,15000,7051,6900,760,20381,12605,7860
3100,348,735,6600,6100,13286,2945,3900,2738,2789,2965.0,12700,5100,2624,15881,2759,7340,10649,1225,12500,16350,2133,9641,9926,26761,9480,14700,2670.0,10981,15200,7001,6989,760,20210,12400,7848
3128,347,742,6700,6120,13399,3077,4000,2850,2784,2895.0,12674,5115,2651,15620,2764,7150,10891,1232,13185,16300,2170,9724,10380,27031,9479,14825,2670.0,11145,15664,7030,7049,760,20255,12449,7860
3130,345,768,6835,6123,13024,3060,3997,2820,2775,2815.0,12612,5057,2645,15875,2770,7013,10891,1230,12939,15850,2200,9664,10602,26951,9510,14800,2655.0,11455,15780,7069,7150,760,20230,12600,7796
3138,344,780,7025,5959,13090,2960,3888,2845,2740,2820.0,12305,4910,2630,15165,2735,6875,10924,1232,12550,15080,2240,9752,10400,26400,9603,14860,2663.0,11200,15147,7040,7100,760,20132,12211,7600
3090,358,780,6813,5780,13105,2995,3889,2830,2791,2800.0,12629,4769,2605,14845,2720,6860,11095,1218,12533,15162,2255,9600,10439,26704,9584,14800,2670.0,11213,14936,6835,7198,760,20160,12150,7560
3080,370,835,6774,5800,13350,2961,3865,2779,2800,2763.0,12600,4727,2560,15000,2760,6949,10855,1200,12530,15133,2270,9661,10515,26515,9639,14600,2690.0,11250,15100,6890,7200,760,20183,12375,7625
3081,375,828,6730,5798,13511,3040,3898,2756,2800,2778.0,12600,4800,2548,15410,2795,7028,10645,1215,12750,15500,2308,9860,10717,26974,9620,14560,2670.0,11371,15200,6850,7142,760,20296,12600,7775
3109,365,799,6582,5795,13299,3024,3872,2771,2782,2782.0,12534,4800,2540,15477,2820,6922,10560,1219,12725,15198,2300,9832,10900,26614,9670,14550,2685.0,11180,15199,6850,7156,760,20132,12527,7747
3146,360,797,6589,5707,13301,3033,3850,2782,2710,2750.0,12300,4742,2550,15233,2800,6844,10456,1198,12394,14915,2300,9699,10517,25888,9675,14543,2681.0,11000,14669,6800,7176,770,19717,12201,7646
3091,360,800,6431,5528,13350,2951,3785,2717,2695,2625.0,12254,4657,2530,15001,2741,6576,10500,1160,12125,14525,2235,9604,10500,25540,9500,14400,2658.0,10920,14200,6760,7022,760,19555,12020,7525
3120,355,795,6390,5569,13350,2942,3671,2752,2653,2575.0,12192,4667,2590,14949,2740,6620,10489,1160,12108,14484,2279,9650,10483,25576,9710,14400,2580.0,10930,14500,6786,6859,760,19625,12117,7540
3110,350,795,6150,5491,12985,2930,3604,2700,2668,2590.0,12128,4612,2556,14550,2700,6325,10350,1210,11968,14000,2254,9450,10150,24510,9800,14344,2530.0,10900,14400,6690,6937,760,18858,12100,7400
3105,340,795,6278,5530,12960,2945,3470,2600,2660,2624.0,11950,4549,2550,14200,2600,6125,10100,1220,12050,13627,2240,9110,10261,24633,9800,14408,2500.0,10706,14052,6315,7030,760,18300,11814,7210
3130,345,795,6387,5678,12785,2981,3469,2480,2715,2668.0,12272,4545,2572,14270,2530,6050,10000,1250,12085,13722,2290,9270,10433,24712,9850,14722,2493.0,10600,13750,5962,7200,760,18450,11981,7300
3150,347,775,6152,5630,12500,2940,3482,2487,2720,2648.0,11995,4508,2580,14431,2685,6079,9896,1238,11800,13700,2185,9150,10476,24640,9750,14505,2498.0,10550,13617,5741,7150,770,17481,11750,7186
3100,344,768,6005,5565,12350,2913,3450,2569,2620,2610.0,11620,4425,2550,14280,2690,6071,9580,1215,11607,13330,2249,9050,10300,24582,9700,14723,2400.0,10600,13901,5677,7116,770,16661,11698,7045
3160,355,765,6069,5578,12250,2915,3448,2587,2600,2590.0,11850,4479,2540,14322,2700,6049,9300,1290,11876,13300,2210,9050,10200,23650,9700,15235,2428.0,10550,14295,5611,6983,770,16425,11800,7100
3180,351,820,6094,5660,11800,3015,3523,2611,2615,2700.0,11826,4450,2530,14459,2607,6179,9150,1300,11945,13650,2300,8921,10297,23975,9681,15220,2500.0,10575,13700,5675,7013,770,16941,11890,7050
3200,358,829,6134,5882,11799,2931,3648,2630,2695,2715.0,11900,4510,2555,14450,2600,6250,9576,1340,12385,13845,2320,8938,10439,24400,9751,15200,2640.0,10620,13500,5712,6908,770,16804,11985,7010
3331,360,833,6030,5711,11900,2948,3720,2750,2670,2660.0,11862,4502,2556,14200,2475,6187,9900,1350,12300,13890,2352,8900,10815,24377,9735,15439,2700.0,10553,13801,5616,6969,770,16729,11918,6910
3270,350,836,5957,5640,11850,2972,3667,2767,2700,2672.0,11900,4408,2560,14279,2490,5971,9788,1350,12225,13998,2353,8854,10675,23862,9501,15500,2709.0,10600,13855,5614,7000,775,16087,11651,6750
3252,355,828,5990,5525,11795,2940,3658,2767,2725,2700.0,11907,4426,2560,14302,2564,6136,9650,1251,11900,13999,2350,8832,10620,24170,9474,15461,2650.0,10600,14068,5558,6940,765,16700,11681,6710
3315,358,820,6087,5415,11400,2932,3636,2685,2721,2643.0,11800,4385,2565,14220,2558,5897,9700,1300,11605,13808,2349,8700,10600,23838,9364,14600,2603.0,10694,13315,5563,6925,760,16402,11600,6673
3298,358,809,6046,5500,11845,2929,3610,2674,2740,2717.0,11850,4476,2591,14149,2622,6030,9664,1300,11589,13773,2350,8694,10650,23945,9248,14599,2719.0,10674,13600,5533,6891,760,16501,11510,6600
3300,372,800,6261,5500,12544,2960,3626,2683,2755,2735.0,11850,4540,2580,14200,2665,6150,9540,1285,11480,13850,2351,8880,10710,24301,9230,14500,2710.0,10800,14050,5580,6900,800,16600,11706,6700
3360,385,790,6171,5535,12550,2937,3601,2675,2761,2820.0,11890,4555,2595,14090,2697,6200,9495,1212,11500,13894,2335,8900,10792,24100,9490,14249,2700.0,10720,13819,5720,6890,800,16549,11650,6760
3370,390,790,6340,5540,12559,2968,3641,2605,2759,2998.0,11853,4481,2599,13900,2745,6220,9400,1215,11350,14000,2289,8959,10710,24000,9445,14300,2640.0,10800,13700,5638,6850,800,16200,11608,6769
3400,380,799,6392,5425,12300,2917,3620,2500,2748,2950.0,11847,4405,2580,14055,2676,6200,9564,1274,11300,13825,2250,8825,10660,24100,9275,14134,2670.0,10800,13150,5647,6750,770,16125,11461,6800
3400,388,799,6315,5524,12280,2930,3640,2573,2745,2900.0,11850,4411,2572,14015,2735,6250,9662,1275,11222,14088,2250,8985,10723,24100,9340,14100,2676.0,10795,13090,5620,6851,770,16114,11612,6875
3350,380,805,6437,5562,12050,2935,3735,2633,2779,2864.0,11880,4403,2560,14324,2750,6295,9700,1300,11300,14266,2333,8826,10800,24125,9350,14132,2698.0,10800,13599,5810,6915,775,16799,11641,6853
3280,385,796,6409,5570,11894,2926,3766,2620,2855,2840.0,11880,4402,2555,14053,2720,6306,9700,1290,11345,14305,2275,8891,10700,24367,9400,13651,2653.0,10800,13700,5707,6902,775,16789,11503,6995
3270,380,793,6417,5550,11660,2923,3679,2525,2807,2830.0,11820,4430,2549,13670,2736,6320,9800,1300,11200,14299,2250,8750,10690,24510,9400,13665,2621.0,10776,13800,5849,7051,805,16075,11335,6949
3070,381,751,6415,5440,11690,2917,3700,2526,2769,2780.0,11880,4435,2530,13900,2600,6340,9710,1290,11682,14460,2260,8808,10800,25125,9400,13649,2615.0,10800,13655,5839,7080,775,16304,11400,6864
2995,382,761,6329,5622,11700,2940,3700,2500,2750,2769.0,11800,4514,2620,14088,2575,6388,9700,1289,12150,14938,2183,8950,10756,25365,9493,13201,2646.0,10850,13801,5860,7050,780,16950,11347,6870
2950,376,750,6131,5586,11700,2910,3645,2500,2719,2798.0,11847,4502,2600,14292,2600,6320,9700,1289,11971,15046,2145,8975,10700,25400,9600,12725,2694.0,10474,13800,5870,6950,780,16776,11320,6930
2965,376,727,5990,5645,11750,2915,3635,2459,2708,2815.0,11866,4540,2570,14530,2667,6400,9688,1300,12304,15231,2142,9000,10700,25600,9451,13150,2700.0,10700,13600,5880,6977,780,17196,11476,7035
2969,380,730,6119,5844,12000,2940,3595,2450,2758,2800.0,11850,4542,2570,14624,2729,6439,9710,1310,12527,15149,2155,9357,10700,26080,9540,13100,2720.0,10600,13523,5900,6850,780,17314,11375,7174
2950,380,718,6037,5849,11947,2920,3573,2390,2770,2840.0,12350,4540,2574,14619,2740,6475,9776,1350,12499,15200,2172,9300,10819,26240,9596,13075,2730.0,10600,14000,5800,6920,780,17102,11489,7166
2925,371,720,6005,5840,11799,2890,3610,2350,2800,2900.0,12100,4545,2512,14410,2717,6445,9819,1305,12588,15229,2215,9245,10700,26329,9500,13100,2719.0,10600,14125,5900,7000,780,17000,11428,7199
2920,375,715,6000,5785,11800,2850,3549,2335,2780,2860.0,12000,4514,2510,14515,2700,6440,9862,1344,12519,15160,2290,9221,10598,26400,9520,13180,2713.0,10700,13900,5887,6875,780,16900,11266,6920
2920,375,690,5940,5777,11800,2865,3530,2300,2780,2784.0,11999,4580,2530,14560,2676,6450,9805,1345,12560,15200,2260,9223,10613,26676,9350,13050,2690.0,10700,13750,5870,6790,760,17153,11264,6926
2950,370,710,5965,5842,11800,2884,3524,2270,2781,2780.0,11800,4600,2530,14590,2640,6471,9800,1307,12536,15219,2225,9107,10615,26393,9350,13000,2679.0,10723,13595,5885,6720,760,17050,11233,6895
2940,371,691,5965,5821,11864,2850,3460,2254,2754,2735.0,11850,4770,2540,14770,2560,6550,9800,1347,12740,15084,2135,9177,10637,26785,9350,13026,2600.0,10736,13699,5870,6700,760,17001,11550,6973
2850,375,685,5861,5853,11850,2877,3500,2339,2785,2675.0,11950,4700,2543,14515,2575,6580,9810,1355,12750,15188,2111,9200,10644,26750,9221,13045,2610.0,10750,13600,5880,6699,750,16904,11489,7010
2890,378,680,5835,5941,11900,2903,3460,2300,2800,2725.0,11850,4775,2535,14852,2579,6773,9779,1327,12935,15450,2136,9422,10690,27155,9200,13014,2670.0,10776,13889,5999,6769,760,16800,11525,7072
2885,370,685,5837,5855,12100,2929,3480,2334,2868,2780.0,11900,4800,2575,15095,2650,6850,9818,1330,13138,15262,2200,9425,10732,27203,9200,13028,2710.0,10810,13890,5950,6665,795,16548,11725,7057
2930,365,690,5816,5851,11950,2955,3460,2303,2829,2800.0,11850,4620,2531,14867,2650,6860,10125,1382,12750,14827,2200,9400,10745,27090,9300,12855,2690.0,10876,13626,5750,6674,760,16625,11561,7002
2950,370,742,5886,5881,11700,2860,3400,2311,2830,2800.0,11900,4569,2560,14887,2650,6920,10404,1360,12867,14474,2200,9472,10636,27406,9350,12850,2613.0,10720,13550,5571,6570,760,16900,11700,7069
2870,375,752,6031,6010,11950,2970,3435,2336,2800,2785.0,11862,4650,2575,14900,2660,7081,10423,1380,13452,14783,2225,9700,10985,27910,9530,12957,2700.0,10800,13500,5649,6374,750,16850,11703,7232
2940,373,750,6051,6100,11605,2970,3511,2379,2780,2750.0,11800,4725,2620,15200,2650,7140,10850,1400,13634,15030,2266,10125,11171,27771,9450,12900,2700.0,10800,13450,5650,6428,760,16980,11773,7436
2900,375,750,6221,6100,11566,2960,3568,2470,2788,2749.0,11571,4686,2603,15367,2651,7227,10800,1447,13630,15230,2270,10299,11266,27879,9300,13400,2710.0,10809,13450,5676,6583,760,17220,11901,7536
2872,375,755,6351,6233,11650,2930,3535,2415,2760,2699.0,11715,4839,2600,15419,2647,7280,10810,1405,13465,15245,2228,10389,11017,27400,9300,13450,2700.0,10820,14000,5549,6375,750,17620,11726,7636
2870,374,759,6505,6434,11600,2955,3600,2454,2855,2680.0,11641,5100,2580,15850,2610,7346,10668,1415,13837,15601,2210,10799,11099,27900,9400,13600,2720.0,10850,13600,5778,6544,760,18500,12059,7806
2850,371,760,6450,6555,11699,2924,3595,2459,2875,2685.0,11530,5160,2532,15920,2550,7338,9926,1420,13750,15741,2219,10715,11027,27841,9441,13780,2717.0,10454,13600,5800,6510,760,18850,12152,7725
2800,372,779,6410,6585,11700,2939,3731,2465,2880,2611.0,11550,5220,2511,16491,2589,7350,10429,1390,13897,16031,2237,10600,11111,28238,9455,14079,2692.0,10229,13595,5900,6500,760,18665,12295,7705
2785,374,808,6627,6512,11729,2920,3666,2495,2860,2747.0,11500,5234,2510,16400,2538,7258,10300,1410,13221,15328,2275,10350,11300,27953,9465,14050,2650.0,10500,13199,6000,6554,760,18028,12391,7575
2745,375,820,6676,6374,11768,2897,3650,2469,2820,2723.0,11650,5095,2510,16389,2560,7265,10374,1405,12899,15493,2230,10185,11293,28380,9666,14100,2655.0,10590,13050,5960,6643,760,18300,12250,7616
2743,375,817,6550,6350,11855,2958,3700,2444,2830,2721.0,11555,5125,2520,16560,2502,7276,10461,1405,13274,15450,2199,10358,11350,28300,9678,14208,2660.0,10482,12893,6086,6659,760,18300,12362,7780
2851,370,797,6707,6279,12201,2985,3650,2475,2792,2650.0,11534,5126,2548,16460,2520,7373,10400,1420,13208,15436,2182,10384,11300,28200,9968,14022,2610.0,10536,12600,5960,6625,760,18450,12527,7707
2845,370,797,6824,6297,12245,3010,3750,2460,2780,2701.0,11711,5064,2520,16600,2526,7347,10400,1410,13485,15507,2150,10800,11394,28390,9940,13989,2596.0,10536,12600,6000,6679,760,18368,12351,8025
2864,370,788,6750,6315,12415,3016,3650,2455,2766,2671.0,11900,5095,2525,17000,2547,6790,10500,1410,13562,15350,2140,10574,11311,28355,10071,14030,2587.0,10550,12600,6080,6688,760,18636,12381,7950
3000,370,795,6750,6376,12646,3000,3710,2439,2835,2710.0,12170,5129,2500,17450,2535,6925,10500,1394,13799,15656,2090,10904,11610,28500,10000,13801,2593.0,10550,12598,6079,6872,775,19152,12372,8036
2910,367,795,6722,6277,12550,3060,3690,2400,2815,2650.0,12202,5141,2502,17079,2536,6850,10599,1382,13444,15402,2121,10842,11600,28250,10167,13600,2604.0,10381,12300,6227,6806,780,19000,12542,7956
2950,370,800,6850,6300,12200,3067,3690,2378,2815,2647.0,12305,5290,2540,16860,2527,6718,10599,1400,13201,15729,2060,10550,11525,28400,10111,14195,2610.0,10323,12161,6110,7000,775,19000,12420,7871
2985,365,820,6800,6050,12100,3020,3632,2335,2790,2641.0,12350,5249,2550,16709,2530,6749,10373,1400,12501,15301,2089,10250,11550,28005,10100,13710,2618.0,10520,11854,6035,6900,770,18770,12000,7825
2980,365,820,6800,6099,12296,3094,3610,2412,2800,2645.0,12200,5340,2565,16708,2519,6812,10480,1479,12749,15615,2100,10181,11648,28400,10135,13834,2633.0,10599,11984,6040,7013,820,19213,12090,7780
3000,365,807,6860,6101,12100,3040,3640,2410,2810,2650.0,12253,5460,2595,16836,2510,6848,10598,1455,12900,15518,2080,10200,11500,28335,10010,13900,2703.0,10552,12059,6230,7020,820,19279,12396,7780
3000,377,810,6866,6249,12247,3061,3748,2390,2853,2600.0,12100,5760,2640,16914,2497,6856,10600,1450,12986,15505,2129,10101,11300,28450,10171,13889,2720.0,10576,12300,6135,7250,790,19300,12399,7783
3058,399,830,6797,6250,12020,3050,3800,2460,2800,2629.0,12036,5900,2710,17050,2500,6970,10600,1495,13050,15751,2174,10228,11495,28700,10333,13970,2725.0,10500,12500,6277,7180,790,19550,12386,7892
3100,400,833,6820,6305,12078,3040,3865,2437,2808,2625.0,11920,5900,2710,17264,2533,7090,10600,1490,13536,16042,2152,10500,11499,28875,10524,13900,2702.0,10600,12198,6384,7250,772,19688,12490,8144
3050,400,810,6886,6450,11925,3080,3886,2480,2820,2615.0,12000,5900,2750,17459,2502,7150,10620,1452,13600,16010,2135,10608,11520,28678,10385,13890,2711.0,10544,12384,6420,7330,775,19598,12350,8350
3000,397,847,6842,6430,12200,3060,3986,2455,2850,2625.0,12036,5905,2750,17611,2500,7119,10659,1490,13804,16005,2171,10750,11462,28994,10300,13872,2771.0,10550,12250,6296,7460,799,19695,12393,8350
3000,410,863,6900,6415,12336,3060,3920,2460,2833,2585.0,11990,5999,2750,17569,2490,7150,10550,1565,13925,15830,2175,10850,11461,28850,10400,13598,2780.0,10489,12550,6240,7454,800,19594,12350,8435
2940,420,867,7005,6460,12230,3101,3890,2510,2842,2599.0,11881,5910,2723,17448,2501,7249,10675,1560,13862,16000,2200,10925,11495,29200,10357,13900,2750.0,10380,13273,6300,7449,800,19641,12385,8579
2950,429,870,7046,6383,12200,3105,3877,2510,2820,2591.0,11900,5824,2756,17110,2526,7177,10800,1520,13829,15912,2227,10789,11399,29070,10406,13850,2760.0,10300,13032,6100,7533,800,19090,12462,8607
2951,430,856,6900,6390,12200,3139,3800,2586,2842,2563.0,12000,5760,2770,17029,2511,7190,10764,1550,13850,15752,2230,10905,11298,28939,10381,13800,2780.0,10300,13673,6075,7500,800,19050,12396,8621
2988,420,857,6918,6450,12300,3248,3845,2597,2860,2561.0,12005,5902,2779,17067,2540,7288,10800,1524,13750,16515,2272,11005,10830,29300,10450,13548,2748.0,10234,13600,6200,7526,800,19670,12622,8709
2965,422,870,6830,6420,12300,3310,3857,2580,2905,2600.0,12000,5870,2799,16942,2651,7325,10850,1550,13839,16425,2311,11150,10930,28945,10376,13600,2784.0,10300,13799,6273,7648,780,19600,12453,8554
2965,420,880,6801,6497,12600,3290,3857,2583,3003,2620.0,12029,5796,2800,16850,2650,7420,10895,1550,14150,16425,2310,11163,11100,28950,10363,13547,2813.0,10410,13801,6294,7800,780,19890,12584,8575
2999,420,885,6832,6470,12755,3320,3895,2588,3045,2620.0,12193,5819,2887,16782,2737,7530,10855,1570,14246,16755,2270,11200,11050,29327,10648,13650,2780.0,10538,13900,6295,7750,800,20050,12551,8555
3050,420,886,6805,6500,12800,3193,3900,2634,3000,2617.0,12371,5890,2850,16933,2697,7780,10930,1605,14197,16825,2281,11315,11393,29268,10620,13620,2752.0,10450,13900,6424,7765,815,19901,12530,8558
3029,409,880,6765,6492,12825,3235,3809,2576,2970,2700.0,12003,5796,2881,16880,2645,7652,10958,1650,14301,16681,2220,11062,11250,29200,10655,13538,2705.0,10486,13800,6280,7849,815,20000,12571,8360
3000,400,880,6830,6439,12939,3209,3776,2587,2980,2699.0,12051,5844,2889,16800,2670,7660,10994,1600,14246,16991,2240,11100,11258,29000,10650,13575,2705.0,10478,13900,6401,7714,815,19900,12650,8484
2965,410,880,6949,6430,13015,3295,3761,2599,2980,2780.0,12280,5854,2899,16800,2685,7670,11000,1575,14389,16729,2225,11048,11200,29500,10659,13595,2760.0,10474,14000,6273,7672,815,20400,12754,8411
2965,408,878,6865,6419,13100,3135,3765,2598,2921,2776.0,12250,5859,2873,16629,2712,7710,10900,1551,14381,16690,2225,10944,11300,29400,10663,13564,2774.0,10450,13988,6305,7648,815,20739,12680,8315
2999,409,870,6876,6450,12800,3175,3714,2599,2910,2730.0,12210,5821,2877,16590,2661,7660,10800,1550,14072,16398,2231,10900,10760,29600,10651,13585,2745.0,10327,14571,6305,7405,850,20504,12617,8299
2985,410,880,6714,6440,13100,3220,3700,2589,2888,2710.0,12240,5870,2894,16685,2770,7649,10790,1560,14165,16661,2210,11048,10559,29800,10653,13809,2745.0,10424,14000,6276,7400,850,20607,12847,8387
2980,400,860,6762,6401,12869,3225,3776,2598,2895,2742.0,12245,5882,2886,16700,2785,7695,10695,1550,14390,16675,2179,11091,10500,29700,10650,13732,2681.0,10486,14299,6510,7390,850,20733,12750,8420
3000,397,823,6605,6350,12825,3239,3715,2552,2892,2780.0,12000,5870,2899,16700,2809,7700,10581,1560,14090,16851,2170,10940,10499,29513,10600,13684,2630.0,10475,14300,6257,7315,850,20573,12640,8320
3030,399,830,6640,6369,12998,3228,3580,2515,2898,2780.0,12051,5870,2877,16480,2828,7620,10475,1560,13803,16699,2160,10802,10411,29400,10585,13700,2666.0,10450,13811,6251,7190,850,20494,12645,8150
3033,400,832,6615,6340,13074,3255,3627,2558,2922,2780.0,12050,5895,2860,16499,2840,7611,10400,1554,13750,16425,2150,10770,10233,29300,10550,13700,2632.0,10500,13900,6400,7200,849,20079,12550,8066
3060,399,880,6699,6436,12746,3218,3665,2545,2960,2900.0,12050,5930,2870,16500,2829,7698,10400,1560,13850,16595,2111,11100,10021,29385,10550,13672,2665.0,10449,13975,6799,7270,849,20315,12520,8249
3100,395,895,6610,6355,12900,3250,3661,2550,2940,2970.0,12448,5806,2890,16500,2805,7494,10390,1580,13645,17043,2150,11299,10074,29413,10600,13401,2735.0,10400,13900,6640,7700,850,20048,12600,7901
3150,385,920,6610,6351,12832,3175,3660,2566,2960,2980.0,12300,5840,2840,16388,2777,7480,10393,1550,13700,16920,2075,11055,10150,29000,10697,13495,2675.0,10425,13975,6450,7600,860,19849,12704,7711
3190,388,890,6602,6130,12492,3268,3650,2510,2920,2846.0,12425,5800,2825,16140,2720,7340,10300,1547,13259,17057,2000,10810,10310,28499,10600,13489,2641.0,10231,13701,6500,7601,855,19680,12700,7510
3225,380,858,6630,6080,12270,3204,3615,2560,2930,2750.0,12386,5854,2870,16090,2715,7339,10373,1540,13437,17360,2060,10980,10200,28465,10671,13481,2663.0,10226,13900,6515,7638,855,19851,12700,7500
3225,376,860,6632,6187,12510,3245,3600,2509,2927,2800.0,12391,5848,2850,16079,2720,7450,10400,1499,13601,17660,2066,11150,10030,28575,11000,13309,2675.0,10200,13800,6501,7651,855,19895,12800,7589
3223,381,865,6610,6150,12500,3230,3675,2500,2936,2800.0,12239,5890,2850,15950,2720,7548,10425,1500,13546,17823,2080,11106,10211,28580,10840,13299,2675.0,10013,13800,6675,7625,855,20135,12680,7620
3175,406,855,6661,6240,12250,3160,3642,2525,2957,2812.0,12246,5820,2827,15878,2760,7509,10476,1485,13414,17899,2068,11170,10140,28550,10845,13250,2745.0,10041,13467,6613,7690,855,20225,12550,7655
3200,395,865,6650,6259,12124,3170,3707,2589,2995,2745.0,12300,5900,2707,15800,2790,7632,10480,1500,13597,18064,2030,11147,10370,28650,10937,12950,2754.0,10000,13082,6686,7800,855,20485,12590,7697
3242,393,872,6602,6198,12300,3200,3669,2570,3031,2805.0,12500,5846,2629,15990,2806,7620,10485,1519,13500,18111,2015,11331,10307,28391,10870,12950,2750.0,9940,13500,6615,8000,855,20198,12570,7599
3296,390,834,6531,6231,12010,3185,3710,2546,3000,2794.0,12286,5781,2620,16049,2791,7750,10479,1520,13474,18050,2055,11500,10406,28600,10824,13200,2700.0,9940,13401,6490,7968,855,20089,12557,7500
3250,395,854,6420,6215,11846,3160,3661,2573,2968,2750.0,12380,5731,2620,15985,2780,7789,10439,1500,13190,17650,2060,11450,10295,28410,10880,13200,2724.0,9990,13450,6500,8001,855,19815,12500,7565
3202,395,843,6420,6405,11800,3165,3690,2557,2983,2800.0,12102,5870,2620,15900,2878,7859,10393,1499,13600,17786,2053,11600,10375,28604,11000,13300,2702.0,10135,13600,6490,8101,855,19950,12502,7490
