ASPEN,CAPITEC,IMPLATS,GROWPNT,NORTHAM,ANGGOLD,BATS,EXXARO,WOOLIES,NASPERS-N-,CLICKS,BIDVEST,SANLAM,REMGRO,GFIELDS,RICHEMONT,STANBANK,SHOPRIT,INVLTD,MONDIPLC,INVPLC,DISCOVERY,AMPLATS,ANGLO,FIRSTRAND,NEDBANK,SASOL,SPAR,VODACOM,MTN_GROUP
26215,95405.0,1977,2600,3657.0,11685.0,72264.0,13500.0,5190.0,323599.0,19557.0,19200,7449.0,21187.0,4800.0,11598.0,19803,21526.0,9150,38390.0,9271.0,16655.0,41342,29176,6877.0,26827.0,51523,19226.0,13400.0,11128.0
26000,94827.0,1886,2590,3575.0,11409.0,72400.0,13300.0,5144.0,325000.0,19000.0,19080,7421.0,20620.0,4778.0,11694.0,19489,21393.0,9168,38350.0,9232.0,16519.0,41116,29108,6700.0,26440.0,51703,19401.0,13193.0,11050.0
26272,94333.0,1865,2600,3687.0,11374.0,72253.0,13775.0,5125.0,332897.0,19450.0,19442,7502.0,21363.0,4711.0,11800.0,19579,21848.0,9310,38410.0,9405.0,16893.0,42001,30020,6770.0,26014.0,52590,19661.0,13520.0,11411.0
26455,95200.0,1811,2600,3727.0,11366.0,72307.0,14038.0,5140.0,335183.0,19300.0,19696,7651.0,21488.0,4713.0,11936.0,19590,21876.0,9204,38498.0,9345.0,17000.0,41050,29810,6785.0,26527.0,52052,19738.0,13339.0,10485.0
26455,95200.0,1811,2600,3727.0,11366.0,72307.0,14038.0,5140.0,335183.0,19300.0,19696,7651.0,21488.0,4713.0,11936.0,19590,21876.0,9204,38498.0,9345.0,17000.0,41050,29810,6785.0,26527.0,52052,19738.0,13339.0,10485.0
25713,93696.0,1797,2565,3669.0,12048.0,74381.0,14217.0,5006.0,337149.0,19000.0,19250,7413.0,21000.0,4850.0,12262.0,18804,21233.0,9181,38989.0,9294.0,16381.0,42366,29729,6535.0,25685.0,52749,19467.0,12694.0,10200.0
25900,92501.0,1768,2569,3661.0,11975.0,75585.0,14200.0,4984.0,340500.0,18700.0,19338,7443.0,20645.0,4855.0,12400.0,18660,21500.0,9125,39039.0,9271.0,16563.0,40846,30750,6305.0,25895.0,53209,19300.0,12727.0,10164.0
26400,92139.0,1702,2600,3619.0,11820.0,75461.0,13950.0,5095.0,333500.0,18900.0,19346,7423.0,20653.0,4184.0,12336.0,18925,21420.0,9180,38426.0,9260.0,16788.0,40186,29844,6530.0,26383.0,52360,19225.0,12807.0,10215.0
25944,90756.0,1591,2600,3420.0,10931.0,75646.0,12964.0,5083.0,306088.0,18498.0,18878,7197.0,20078.0,3730.0,12326.0,18425,21260.0,8944,38166.0,9078.0,16123.0,39030,28048,6220.0,25692.0,51200,18802.0,12357.0,9941.0
26030,93313.0,1670,2630,3476.0,10765.0,77400.0,14000.0,5098.0,314614.0,18800.0,19293,7466.0,20083.0,3750.0,12400.0,18718,21189.0,9173,38596.0,9324.0,16442.0,40175,28639,6369.0,26215.0,52160,19018.0,12766.0,10150.0
26111,93841.0,1702,2595,3460.0,10770.0,78821.0,14481.0,5040.0,318000.0,18725.0,18900,7436.0,19900.0,3566.0,12515.0,18377,21076.0,9220,39245.0,9389.0,16326.0,41083,28749,6297.0,25896.0,52850,18869.0,12560.0,10100.0
26520,94099.0,1672,2585,3444.0,10565.0,78840.0,14528.0,5090.0,324800.0,18701.0,19154,7500.0,19994.0,3460.0,12587.0,18550,21180.0,9269,40000.0,9373.0,16425.0,42126,29195,6385.0,26000.0,52300,18913.0,12644.0,10345.0
26699,98000.0,1628,2587,3405.0,10799.0,76199.0,14725.0,5155.0,330450.0,19001.0,19630,7630.0,20000.0,3550.0,12309.0,18634,20300.0,9225,39197.0,9323.0,16670.0,42000,28899,6520.0,26600.0,53427,19018.0,12799.0,10229.0
28288,98533.0,1674,2599,3630.0,10869.0,75576.0,15639.0,5155.0,343000.0,18656.0,20335,7654.0,20356.0,3462.0,12389.0,18948,20920.0,9245,39335.0,9317.0,16729.0,42454,29335,6655.0,27150.0,54496,19526.0,13026.0,10370.0
28185,101000.0,1696,2590,3679.0,10931.0,74300.0,14700.0,5060.0,344100.0,19680.0,20737,7741.0,20300.0,3434.0,12467.0,18928,21520.0,9156,39170.0,9208.0,17300.0,42386,28397,6670.0,27270.0,54805,19740.0,12941.0,10627.0
28563,100000.0,1712,2596,3708.0,11066.0,72122.0,14900.0,5000.0,353806.0,20365.0,20888,7902.0,20275.0,3560.0,12559.0,18670,21870.0,9170,39223.0,9244.0,17371.0,42295,28800,6780.0,27039.0,54700,19790.0,12968.0,10665.0
29350,100600.0,1793,2597,3838.0,11352.0,72000.0,15024.0,5130.0,356999.0,20748.0,21150,8058.0,20600.0,3638.0,12588.0,19325,22359.0,9580,39847.0,9625.0,17506.0,43000,29622,6987.0,28022.0,55551,20472.0,13175.0,10799.0
29520,101500.0,1772,2617,3861.0,11275.0,70760.0,15200.0,5341.0,356000.0,20550.0,21621,8119.0,20900.0,3562.0,12882.0,19473,22032.0,9726,40200.0,9775.0,17558.0,42977,29699,7078.0,28324.0,55450,20800.0,13384.0,10966.0
29569,101000.0,1780,2580,3913.0,11543.0,72100.0,15180.0,5382.0,358000.0,20391.0,21159,8065.0,21118.0,3622.0,13093.0,18953,21100.0,9726,40833.0,9787.0,17550.0,42771,29973,7019.0,28055.0,56182,20700.0,13112.0,10734.0
28843,99622.0,1745,2478,3822.0,11446.0,72254.0,14908.0,5250.0,335000.0,19998.0,20738,7871.0,21002.0,3598.0,13251.0,18500,20080.0,9708,40955.0,9744.0,17240.0,42950,30137,6940.0,27814.0,56265,20300.0,12613.0,8650.0
29142,100275.0,1790,2544,3896.0,11790.0,71233.0,14885.0,5422.0,326577.0,20300.0,21600,7934.0,21441.0,3600.0,13052.0,18634,20400.0,9617,40991.0,9677.0,17521.0,43000,29673,7070.0,27798.0,57600,20500.0,12639.0,8899.0
29280,101799.0,1825,2518,4000.0,11795.0,71550.0,15355.0,5465.0,320500.0,20484.0,21447,7974.0,21419.0,3600.0,13016.0,18658,20600.0,9801,41614.0,9853.0,17830.0,43660,30111,7058.0,27860.0,56962,20393.0,12691.0,8680.0
27086,98515.0,1825,2516,3823.0,11855.0,73249.0,15418.0,5307.0,318361.0,19697.0,20000,7771.0,20999.0,3548.0,13231.0,17950,20133.0,9548,41902.0,9643.0,17095.0,43750,30256,6705.0,26848.0,57868,19888.0,12115.0,7200.0
27190,98624.0,1931,2489,4020.0,11686.0,74000.0,14900.0,5250.0,305560.0,19150.0,20142,7662.0,20600.0,3513.0,13135.0,17400,19850.0,9674,42185.0,9696.0,16756.0,44600,30623,6482.0,25504.0,57425,19500.0,12077.0,7400.0
26967,98070.0,1971,2523,3963.0,11828.0,73130.0,14753.0,5190.0,306200.0,19232.0,19751,7675.0,21084.0,3512.0,13032.0,17834,19864.0,9663,41994.0,9719.0,17387.0,44463,30200,6735.0,26333.0,57024,19841.0,12270.0,7443.0
26706,97903.0,1902,2526,3959.0,11781.0,71977.0,15100.0,5210.0,315132.0,19625.0,19917,7796.0,20977.0,3509.0,12853.0,18100,19794.0,9511,40750.0,9540.0,17689.0,43426,28999,6891.0,26274.0,56223,19788.0,12255.0,7476.0
26571,96800.0,1775,2492,3850.0,11825.0,72019.0,15192.0,5200.0,311700.0,19248.0,19500,7633.0,20819.0,3447.0,12940.0,17770,19350.0,9414,41100.0,9471.0,17582.0,43245,28987,6862.0,26000.0,56190,19541.0,12150.0,7409.0
27155,97213.0,1681,2481,3683.0,11555.0,70000.0,14449.0,5231.0,308799.0,19057.0,19351,7550.0,20701.0,3309.0,12606.0,17754,19404.0,9448,40722.0,9568.0,17233.0,43031,28813,6878.0,26510.0,55700,19236.0,12175.0,7200.0
27250,97000.0,1673,2490,3680.0,11748.0,73680.0,14874.0,5100.0,305400.0,19100.0,18874,7610.0,20585.0,3386.0,12569.0,17282,19201.0,9492,40633.0,9560.0,17298.0,43646,28950,6640.0,26560.0,56424,18977.0,12179.0,7000.0
23206,96200.0,1763,2462,3708.0,11762.0,71749.0,15145.0,5178.0,315500.0,19044.0,18824,7740.0,20740.0,3391.0,12380.0,17542,19381.0,9407,40366.0,9446.0,17479.0,43835,29134,6708.0,26464.0,56294,19341.0,12399.0,7050.0
19083,96300.0,1796,2460,3680.0,11843.0,71545.0,15142.0,5133.0,318462.0,18943.0,19281,7840.0,20988.0,3480.0,12588.0,17614,19497.0,10329,41610.0,10330.0,17612.0,43429,29851,6722.0,26111.0,56845,19330.0,12424.0,7059.0
19255,94100.0,1827,2398,3682.0,12325.0,71672.0,15200.0,5014.0,320642.0,18155.0,18770,7604.0,20591.0,3454.0,12507.0,17200,19020.0,10056,41661.0,10072.0,17486.0,43804,30243,6600.0,25900.0,56600,18754.0,12302.0,6990.0
18825,94583.0,1905,2405,3720.0,12406.0,69976.0,15050.0,5016.0,317988.0,18270.0,18791,7636.0,20728.0,3561.0,12529.0,17461,19105.0,10124,41250.0,10111.0,17170.0,45863,30737,6684.0,25935.0,55055,19189.0,12320.0,7306.0
17323,95744.0,1970,2320,3905.0,12651.0,68419.0,14669.0,5037.0,316500.0,18353.0,18890,7905.0,20944.0,3642.0,11983.0,18021,19507.0,10251,40425.0,10295.0,17232.0,45811,32001,6789.0,26300.0,55308,19064.0,12351.0,7338.0
17727,93100.0,2263,2299,3991.0,12493.0,67238.0,14558.0,5100.0,317794.0,18150.0,19162,7961.0,20548.0,3556.0,12083.0,17903,18767.0,10376,40600.0,10419.0,17480.0,47512,32231,6900.0,26000.0,55000,18856.0,12380.0,7817.0
17460,97521.0,2755,2299,4175.0,12483.0,67551.0,14657.0,5123.0,324807.0,18082.0,18924,8056.0,20573.0,3514.0,12080.0,18348,18673.0,10531,40306.0,10545.0,17702.0,48007,32611,7123.0,27224.0,53889,18819.0,12637.0,8005.0
17460,97521.0,2755,2299,4175.0,12483.0,67551.0,14657.0,5123.0,324807.0,18082.0,18924,8056.0,20573.0,3514.0,12080.0,18348,18673.0,10531,40306.0,10545.0,17702.0,48007,32611,7123.0,27224.0,53889,18819.0,12637.0,8005.0
17180,96400.0,2707,2311,4089.0,12813.0,66600.0,14747.0,5051.0,318469.0,17675.0,18289,7964.0,20000.0,3697.0,11915.0,17615,19005.0,10313,40228.0,10368.0,17499.0,47073,33100,6964.0,26320.0,55965,18776.0,12579.0,8216.0
17127,98199.0,2895,2319,4150.0,12435.0,66700.0,14655.0,5051.0,318144.0,18006.0,18145,7972.0,20000.0,3598.0,11732.0,17675,19050.0,10366,39411.0,10403.0,17427.0,47302,32475,6831.0,26272.0,55527,18800.0,12420.0,8604.0
17200,102756.0,2630,2342,4127.0,12070.0,66330.0,14326.0,5046.0,307914.0,18000.0,18500,8104.0,19934.0,3364.0,11523.0,17720,19266.0,10252,39482.0,10306.0,17300.0,46174,31726,6885.0,26370.0,55237,18617.0,12667.0,8501.0
16938,102424.0,2750,2323,4014.0,12240.0,66775.0,14536.0,4960.0,305164.0,17500.0,18500,7911.0,19725.0,3403.0,11607.0,17500,19165.0,9953,38863.0,9975.0,17000.0,46200,31979,6787.0,26463.0,54753,18413.0,12593.0,8758.0
17464,103059.0,2758,2323,3916.0,12073.0,65121.0,14874.0,5000.0,306730.0,18152.0,18637,8000.0,19782.0,3425.0,11710.0,17450,18983.0,9780,39200.0,9835.0,17016.0,46268,31769,6650.0,26286.0,55052,18132.0,12805.0,8940.0
17048,101936.0,2735,2275,3900.0,12562.0,66166.0,14586.0,4880.0,300000.0,17350.0,18455,7803.0,19548.0,3545.0,11605.0,17035,18675.0,9849,39230.0,9850.0,16653.0,48016,32261,6520.0,26096.0,56165,17950.0,12389.0,8950.0
16575,100437.0,2735,2278,3805.0,12479.0,66009.0,15150.0,4815.0,297000.0,17248.0,18766,7672.0,19335.0,3498.0,11621.0,16719,18700.0,9661,39090.0,9700.0,16486.0,46500,32696,6245.0,25600.0,56223,17929.0,12403.0,8955.0
16681,100000.0,2709,2285,3779.0,12475.0,65786.0,14524.0,4765.0,292400.0,16503.0,18220,7463.0,19191.0,3538.0,11676.0,16600,18250.0,9612,38599.0,9700.0,16411.0,47334,33430,6264.0,25577.0,56174,17428.0,12317.0,8730.0
16365,98197.0,2650,2281,3700.0,12423.0,66364.0,14733.0,4755.0,288999.0,16300.0,18004,7446.0,19124.0,3571.0,11529.0,16321,18334.0,9643,38550.0,9700.0,16310.0,48300,32350,6170.0,25211.0,55336,17380.0,12397.0,8380.0
16301,97727.0,2650,2288,3715.0,12168.0,66369.0,14876.0,4858.0,288505.0,16422.0,17855,7490.0,18900.0,3545.0,11332.0,16300,18220.0,9590,38362.0,9600.0,16287.0,46300,32031,6090.0,25542.0,54604,17264.0,12710.0,8600.0
15700,99138.0,2691,2295,3812.0,12539.0,65989.0,15500.0,4869.0,284077.0,16076.0,17981,7449.0,18844.0,3726.0,11308.0,16401,18591.0,9480,37729.0,9500.0,16113.0,48059,32619,6209.0,25300.0,54880,17411.0,12350.0,8664.0
16000,98716.0,2700,2315,3900.0,12537.0,67083.0,14972.0,4840.0,265698.0,16080.0,17950,7379.0,18846.0,3609.0,10830.0,16386,18162.0,9412,35031.0,9440.0,15961.0,47882,31869,6075.0,24859.0,54066,17179.0,12310.0,8625.0
15469,96852.0,2615,2306,3892.0,13688.0,65901.0,14650.0,4804.0,268128.0,15614.0,17591,7104.0,18684.0,3860.0,10611.0,15900,18167.0,9077,34546.0,9110.0,15480.0,47599,31445,6005.0,23814.0,52082,16800.0,11956.0,8400.0
16278,98960.0,2571,2352,3961.0,13671.0,62849.0,15000.0,4877.0,290800.0,16299.0,18274,7365.0,19260.0,3917.0,10582.0,16379,18999.0,9135,34157.0,9145.0,15805.0,48716,31980,6280.0,24487.0,52496,17142.0,12190.0,8505.0
16171,97035.0,2550,2312,4091.0,14655.0,62611.0,14699.0,4843.0,275018.0,15730.0,18756,7015.0,18794.0,4181.0,10406.0,16078,18568.0,9016,34000.0,9055.0,15323.0,48553,32149,6082.0,23302.0,52186,16970.0,11914.0,8328.0
16920,99373.0,2664,2376,4201.0,14305.0,60231.0,15115.0,4960.0,282104.0,15650.0,19313,7230.0,19339.0,4134.0,10514.0,16675,18921.0,9092,34625.0,9106.0,15500.0,47900,31586,6370.0,24092.0,52827,17490.0,12308.0,8570.0
15866,97516.0,2640,2384,4051.0,13919.0,61550.0,15069.0,4834.0,275715.0,15806.0,18913,7224.0,18802.0,4083.0,10333.0,16380,18434.0,9005,34522.0,9042.0,15064.0,47100,31082,6158.0,23600.0,51980,17257.0,12426.0,8421.0
15361,98745.0,2643,2395,4024.0,14105.0,61740.0,14735.0,4801.0,272494.0,15818.0,18850,7166.0,18495.0,4154.0,10279.0,16311,18588.0,9081,34775.0,9141.0,15057.0,47776,31066,6083.0,23524.0,50990,17689.0,12275.0,8458.0
15693,99002.0,2566,2402,3929.0,14120.0,61836.0,14548.0,4767.0,272300.0,16600.0,18586,7176.0,18304.0,4078.0,10202.0,16148,18765.0,9027,34313.0,9038.0,15181.0,46909,31120,6103.0,23548.0,50830,17307.0,12344.0,8477.0
15624,99925.0,2418,2387,3868.0,13944.0,62166.0,14623.0,4853.0,281000.0,16320.0,18600,7230.0,18350.0,4014.0,10100.0,16296,18828.0,9052,33400.0,9039.0,15365.0,46440,30986,6113.0,23374.0,50399,17210.0,12260.0,8575.0
14804,98800.0,2495,2350,3879.0,14575.0,65000.0,14150.0,4789.0,268105.0,15800.0,18151,7081.0,17900.0,4249.0,10075.0,15700,18644.0,8734,32683.0,8764.0,14811.0,46845,30270,5983.0,22711.0,48400,17009.0,12155.0,8400.0
14424,97763.0,2430,2331,3925.0,14390.0,66032.0,14390.0,4810.0,257500.0,16300.0,18294,7102.0,18081.0,4247.0,10069.0,15850,18750.0,8748,32750.0,8840.0,14813.0,45539,30268,6085.0,23325.0,48105,17200.0,11962.0,8307.0
14267,97776.0,2407,2312,3949.0,14620.0,67109.0,14758.0,4908.0,264557.0,17400.0,18195,7139.0,18400.0,4106.0,10253.0,16142,18850.0,8785,33730.0,8911.0,15137.0,46566,30072,6384.0,23757.0,48888,17492.0,12152.0,8328.0
14208,96118.0,2394,2294,3785.0,14607.0,66867.0,15069.0,4825.0,255900.0,17350.0,17900,6952.0,18261.0,4174.0,10297.0,15965,18284.0,8574,33075.0,8687.0,15000.0,44786,29890,6211.0,23555.0,47500,17136.0,11795.0,8400.0
14500,98144.0,2450,2275,3700.0,14203.0,66156.0,15355.0,5015.0,245723.0,17850.0,18300,7091.0,18530.0,3975.0,10460.0,16584,18200.0,8941,33771.0,8941.0,15200.0,45350,30822,6460.0,24520.0,48000,17124.0,11992.0,8675.0
15187,99271.0,2465,2256,3717.0,14220.0,64454.0,15211.0,5015.0,237000.0,18147.0,18250,7190.0,18707.0,3950.0,10337.0,16348,17672.0,8980,33376.0,8996.0,15267.0,45278,30103,6457.0,24814.0,47277,17247.0,12183.0,8686.0
15600,99067.0,2720,2265,3887.0,14281.0,64370.0,15090.0,5093.0,259268.0,18800.0,18377,7426.0,19018.0,3919.0,10794.0,16333,18030.0,9177,35175.0,9167.0,15793.0,48193,31563,6431.0,24892.0,48400,17583.0,12440.0,8550.0
16482,101868.0,2750,2302,3880.0,14033.0,64452.0,15829.0,5210.0,281472.0,19145.0,18150,7530.0,19386.0,3950.0,10699.0,16740,18075.0,9130,34318.0,9140.0,16120.0,48921,31870,6538.0,25350.0,48352,17831.0,12425.0,8603.0
16716,103933.0,2845,2370,4010.0,14104.0,62600.0,15900.0,5244.0,289897.0,19500.0,18712,7730.0,20000.0,3920.0,10877.0,17347,18813.0,9199,34252.0,9223.0,16585.0,48202,31927,6851.0,25910.0,47847,17762.0,12700.0,8550.0
16411,105637.0,2800,2419,4183.0,14667.0,63800.0,15671.0,5363.0,292587.0,19774.0,19535,7907.0,20375.0,4049.0,10660.0,17647,19655.0,9300,34248.0,9299.0,16950.0,48700,32143,6940.0,26154.0,49108,18369.0,13207.0,8953.0
16100,106173.0,2729,2427,4028.0,14357.0,61100.0,15342.0,5319.0,291000.0,19351.0,19347,7840.0,20049.0,3991.0,10582.0,17716,19448.0,9244,34340.0,9222.0,16879.0,48005,31820,6915.0,25988.0,49359,18250.0,13275.0,8898.0
16070,108500.0,2740,2508,4079.0,13998.0,63068.0,15590.0,5621.0,287846.0,19778.0,19810,7965.0,20507.0,3943.0,10384.0,18122,19811.0,9336,33653.0,9320.0,17377.0,50640,31900,7100.0,26287.0,49374,18917.0,13223.0,8950.0
16150,109361.0,2750,2477,4172.0,14043.0,62183.0,15568.0,5491.0,279609.0,19618.0,19649,7697.0,20304.0,3988.0,10340.0,17501,19347.0,9253,33485.0,9292.0,17007.0,50755,31829,6952.0,26099.0,48677,18421.0,12913.0,8688.0
16220,109405.0,2745,2470,4089.0,13782.0,62657.0,14852.0,5563.0,274492.0,19450.0,19559,7702.0,20394.0,3886.0,9678.0,17471,19426.0,9300,32769.0,9300.0,16395.0,51594,31153,6935.0,26230.0,47296,18389.0,13032.0,8500.0
15900,108334.0,2969,2386,4068.0,13638.0,55574.0,14786.0,5364.0,265035.0,18794.0,19008,7523.0,20038.0,3932.0,9630.0,17002,18881.0,9109,32142.0,9108.0,16200.0,49666,31600,6714.0,25450.0,47136,17755.0,12030.0,7989.0
15750,109194.0,2943,2404,3946.0,13509.0,54398.0,14658.0,5467.0,260000.0,18806.0,19400,7777.0,20325.0,3950.0,9670.0,17220,19231.0,9171,32399.0,9243.0,16241.0,47856,30976,6878.0,26105.0,46606,17520.0,12196.0,8104.0
15858,108113.0,2965,2367,3882.0,13533.0,53267.0,14550.0,5371.0,271041.0,18851.0,19078,7674.0,19931.0,3900.0,9736.0,16990,18917.0,9200,32869.0,9200.0,16476.0,44706,30622,6871.0,25656.0,43750,17733.0,12275.0,8190.0
15441,108808.0,2910,2363,3876.0,13878.0,51750.0,15015.0,5353.0,278287.0,19152.0,19450,7859.0,20000.0,4007.0,9390.0,17069,19023.0,8913,32590.0,8925.0,16410.0,45040,30572,6850.0,25761.0,43772,18200.0,12300.0,8250.0
15271,108427.0,3098,2346,4103.0,13743.0,48691.0,15578.0,5290.0,277855.0,18810.0,19572,7721.0,20000.0,4077.0,9411.0,17060,18700.0,9088,31991.0,9096.0,16418.0,46650,30833,6852.0,26170.0,44297,18000.0,12399.0,8382.0
15003,110296.0,3350,2371,4134.0,13910.0,49227.0,15256.0,5362.0,282500.0,18648.0,19742,7876.0,20130.0,4180.0,9268.0,17170,19105.0,9099,32155.0,9099.0,16520.0,47928,31194,6905.0,26546.0,44200,17900.0,12202.0,8511.0
15065,108604.0,3315,2374,4138.0,14106.0,49291.0,14645.0,5360.0,261737.0,18357.0,19311,7671.0,19950.0,4174.0,9165.0,16605,19387.0,8772,31459.0,8770.0,16022.0,46763,30170,6750.0,25715.0,43764,17745.0,11897.0,8474.0
14855,109950.0,3318,2364,4235.0,14170.0,48410.0,14200.0,5381.0,271600.0,18469.0,19537,7556.0,19636.0,4193.0,9197.0,16536,19094.0,8760,31937.0,8749.0,15916.0,47510,30090,6742.0,25617.0,43150,17900.0,12049.0,8550.0
14825,109000.0,3297,2400,4136.0,14350.0,47708.0,14000.0,5429.0,275402.0,18695.0,19813,7519.0,19725.0,4212.0,9099.0,16806,19219.0,8649,30832.0,8648.0,15815.0,47000,29094,6759.0,25550.0,42650,17960.0,12111.0,8584.0
15319,107954.0,3315,2390,4071.0,14266.0,48871.0,13700.0,5443.0,271732.0,18520.0,19644,7425.0,19750.0,4222.0,9046.0,16624,19396.0,8560,30942.0,8525.0,15590.0,46500,28289,6687.0,25053.0,40432,18126.0,12029.0,8900.0
15401,110000.0,3300,2415,4065.0,14160.0,48080.0,13250.0,5690.0,282218.0,19119.0,20029,7737.0,20300.0,4169.0,9240.0,17048,19950.0,8643,31226.0,8640.0,15940.0,46456,27802,6995.0,26046.0,41562,18900.0,12400.0,8977.0
15007,110870.0,3260,2378,3966.0,13953.0,48600.0,13500.0,5725.0,279000.0,18847.0,19931,7804.0,20000.0,4080.0,9150.0,17325,20200.0,8672,30810.0,8626.0,16052.0,44960,27297,6910.0,26394.0,41267,19676.0,12510.0,8814.0
14977,111380.0,3297,2381,4000.0,13945.0,49276.0,13208.0,5713.0,289453.0,19141.0,20330,7739.0,20468.0,4072.0,9200.0,17745,20042.0,8763,30687.0,8670.0,15995.0,44833,27822,6919.0,26810.0,42024,19850.0,12390.0,8840.0
15111,111304.0,3334,2378,4073.0,14051.0,49069.0,13250.0,5664.0,282000.0,19177.0,20935,7847.0,21000.0,4200.0,9080.0,18015,20050.0,8640,30639.0,8561.0,15960.0,45407,28000,7007.0,27279.0,42107,20036.0,12825.0,8980.0
14708,110000.0,3300,2362,4034.0,13913.0,48417.0,12919.0,5600.0,276300.0,18779.0,20530,7683.0,20164.0,4036.0,8913.0,17519,19716.0,8366,30250.0,8375.0,15390.0,44500,27699,6680.0,26581.0,40628,19577.0,12550.0,8738.0
14650,110500.0,3386,2347,4207.0,13966.0,48835.0,13200.0,5731.0,288851.0,19291.0,20257,7880.0,20524.0,4070.0,9230.0,17959,19677.0,8474,31096.0,8442.0,15597.0,46876,29172,6871.0,27023.0,43400,19800.0,12578.0,8722.0
14840,110298.0,3350,2415,4235.0,14440.0,48150.0,13197.0,5775.0,293000.0,19200.0,20650,8011.0,20373.0,4120.0,9135.0,18086,19788.0,8333,30660.0,8273.0,15590.0,46680,28740,6837.0,27352.0,43136,20149.0,12585.0,8674.0
14990,109100.0,3230,2404,4150.0,14746.0,48488.0,13200.0,5703.0,287262.0,18461.0,20995,7684.0,20282.0,4115.0,9045.0,17868,19500.0,8058,30615.0,8040.0,15355.0,46641,28707,6727.0,26622.0,43150,19736.0,12517.0,8585.0
14673,106904.0,3376,2368,4115.0,15395.0,49275.0,12946.0,5564.0,275500.0,17696.0,20150,7450.0,19845.0,4297.0,9090.0,17280,19100.0,7910,30172.0,7895.0,14919.0,48500,28398,6525.0,25787.0,42550,19498.0,12266.0,8600.0
14455,106900.0,3500,2365,4133.0,15342.0,48149.0,12819.0,5535.0,281400.0,17410.0,19989,7372.0,19798.0,4302.0,9069.0,17160,18906.0,7971,29352.0,7976.0,14695.0,48336,29028,6540.0,26250.0,43144,19448.0,12316.0,8639.0
13832,105246.0,3728,2317,4160.0,16154.0,49095.0,12588.0,5418.0,275000.0,17500.0,19322,7368.0,19223.0,4375.0,9096.0,16770,18300.0,7846,29762.0,7852.0,14520.0,49647,28791,6400.0,25669.0,41369,19218.0,12000.0,8389.0
14204,105800.0,3623,2340,4185.0,16450.0,49620.0,12763.0,5436.0,285111.0,17726.0,19302,7346.0,18963.0,4265.0,9320.0,16712,18130.0,7876,30096.0,7850.0,14795.0,49977,29753,6460.0,25999.0,42356,19303.0,12351.0,8362.0
14276,107696.0,3680,2350,4165.0,16736.0,49257.0,12930.0,5436.0,285715.0,17693.0,19883,7566.0,19221.0,4505.0,9253.0,17169,18753.0,7900,30495.0,7888.0,15040.0,51984,29566,6581.0,26102.0,42407,19398.0,12370.0,8594.0
14164,108346.0,3761,2328,4206.0,17078.0,48614.0,13846.0,5535.0,282001.0,17874.0,20450,7553.0,19319.0,4570.0,9270.0,17430,19170.0,7870,29490.0,7884.0,15057.0,53299,30346,6570.0,26418.0,42694,19739.0,12449.0,8495.0
12950,107314.0,3588,2320,4181.0,17082.0,48115.0,13858.0,5362.0,281827.0,18099.0,20522,7600.0,18989.0,4613.0,9300.0,17362,19026.0,7776,29384.0,7776.0,15080.0,53000,30756,6450.0,26537.0,42863,19714.0,12430.0,8601.0
13458,105800.0,3687,2300,4170.0,17599.0,47091.0,13920.0,5378.0,282352.0,18566.0,19850,7565.0,18935.0,4700.0,9137.0,17081,18600.0,7692,28849.0,7700.0,15172.0,54650,30975,6294.0,25958.0,40791,19826.0,12390.0,8413.0
13317,105900.0,3676,2340,4200.0,17947.0,46050.0,13431.0,5469.0,282000.0,18704.0,20391,7705.0,19228.0,4759.0,9030.0,17760,18643.0,7824,29136.0,7799.0,15554.0,54100,31178,6375.0,26744.0,41716,20007.0,13062.0,8570.0
13229,105450.0,3550,2328,4185.0,17990.0,46450.0,13465.0,5485.0,280246.0,19336.0,20537,7710.0,19224.0,4732.0,8900.0,17653,18065.0,7792,29375.0,7790.0,15613.0,54000,30950,6404.0,26837.0,41240,19999.0,12752.0,8478.0
12972,106462.0,3403,2305,4100.0,17622.0,45950.0,13250.0,5381.0,288000.0,18868.0,20185,7547.0,18891.0,4634.0,9044.0,17488,18295.0,7800,29400.0,7843.0,15307.0,53900,31327,6315.0,26725.0,41132,19986.0,12908.0,8368.0
12950,107271.0,3390,2320,4080.0,18400.0,45414.0,13407.0,5455.0,295630.0,18816.0,20316,7592.0,19150.0,4855.0,9173.0,17591,18676.0,7800,30107.0,7800.0,15220.0,54473,31800,6361.0,26628.0,42200,20046.0,12778.0,8550.0
13000,108800.0,3600,2310,4175.0,18270.0,45300.0,13215.0,5382.0,286670.0,18805.0,19763,7705.0,18778.0,4900.0,8968.0,17525,18898.0,7774,29407.0,7795.0,15319.0,54200,31445,6421.0,26866.0,41985,19842.0,12842.0,8779.0
13331,111500.0,3670,2313,4277.0,18084.0,47271.0,13346.0,5450.0,290000.0,18789.0,20400,7910.0,19468.0,4920.0,9296.0,17824,18960.0,8002,29804.0,8022.0,15749.0,54356,32118,6527.0,27400.0,42674,20250.0,13160.0,8806.0
13482,111800.0,3668,2330,4326.0,18175.0,46930.0,13787.0,5509.0,289227.0,19145.0,20685,7980.0,19474.0,4934.0,9365.0,17881,19015.0,7900,30407.0,7966.0,15979.0,53793,32227,6556.0,27472.0,42500,20750.0,13200.0,8900.0
