Date,Beta Monthly Leveraged,Beta Monthly Unleveraged,Beta Weekly Leveraged,ShareBeta,Price,Open,PE,Name,Debt/EquityIndustry,InflationRate,MarketRateOfReturn,RiskFreeRateOfReturn,PEMarket,PESector,EPS,PEYear,ROAE,ROE,Debt/Equity,ShareholdersEquity
2015-12-31,0,0,0,0,5779,4950,248.4,CURRO HOLDINGS,1.86,4.58,11.83,9.77,19.259,19.971,28.7,179.0592,3.7113,3.1845,0.5861,3088192
2016-01-31,0,0,0.3628,0.2578,4250,5779,182.678,CURRO HOLDINGS,1.86,6.34,11.42,8.93,18.65,18.598,43.9,111.7768,4.2579,3.4503,0.4099,4975604
2016-02-29,0,0,0.4184,0.2973,4700,4250,163.763,CURRO HOLDINGS,1.86,6.34,11.42,8.93,19.614,16.115,43.9,111.7768,4.2579,3.4503,0.4099,4975604
2016-03-31,0,0,0.2569,0.1825,4345,4840,151.393,CURRO HOLDINGS,1.86,6.34,11.42,8.93,21.524,17.905,43.9,111.7768,4.2579,3.4503,0.4099,4975604
2016-04-30,0,0,0.292,0.2076,3952,4302,140.136,CURRO HOLDINGS,1.86,6.34,11.42,8.93,21.815,18.552,43.9,111.7768,4.2579,3.4503,0.4099,4975604
2016-05-31,0,0,0.243,0.1728,3961,3975,140.455,CURRO HOLDINGS,1.86,6.34,11.42,8.93,22.059,17.331,43.9,111.7768,4.2579,3.4503,0.4099,4975604
2016-06-30,0.6283,0.4467,0.2115,0.1504,3891,3995,137.973,CURRO HOLDINGS,1.86,6.34,11.42,8.93,22.104,17.299,43.9,111.7768,4.2579,3.4503,0.4099,4975604
2016-07-31,0.1935,0.1375,0.2934,0.2086,4171,3950,147.902,CURRO HOLDINGS,1.86,6.34,11.42,8.93,22.256,18.517,43.9,111.7768,4.2579,3.4503,0.4099,4975604
2016-08-31,0.4004,0.2847,0.419,0.2979,4171,4130,116.971,CURRO HOLDINGS,1.86,6.34,11.42,8.93,23.468,15.898,43.9,111.7768,4.2579,3.4503,0.4099,4975604
2016-09-30,0.5888,0.4186,0.2991,0.2127,4420,4111,123.954,CURRO HOLDINGS,1.86,6.34,11.42,8.93,23.391,15.065,43.9,111.7768,4.2579,3.4503,0.4099,4975604
2016-10-31,0.2649,0.1883,0.3767,0.2678,4960,4421,139.097,CURRO HOLDINGS,1.86,6.34,11.42,8.93,22.833,15.194,43.9,111.7768,4.2579,3.4503,0.4099,4975604
2016-11-30,0.4635,0.3295,0.5865,0.417,4797,5000,134.526,CURRO HOLDINGS,1.86,6.34,11.42,8.93,22.842,14.416,43.9,111.7768,4.2579,3.4503,0.4099,4975604
2016-12-31,0.446,0.3171,0.3671,0.261,5020,4805,140.78,CURRO HOLDINGS,1.86,6.34,11.42,8.93,22.836,15.601,43.9,111.7768,4.2579,3.4503,0.4099,4975604
2017-01-31,0.2596,0.1846,0.3482,0.2476,4780,5000,134.05,CURRO HOLDINGS,1.86,5.27,11.31,8.61,23.477,15.96,48.1,82.6611,4.1759,4.1579,0.5405,5018974
2017-02-28,0.5743,0.4083,0.3384,0.2406,4899,4800,111.594,CURRO HOLDINGS,1.86,5.27,11.31,8.61,19.759,16.36,48.1,82.6611,4.1759,4.1579,0.5405,5018974
2017-03-31,0.2929,0.2082,0.3918,0.2785,4899,4875,111.594,CURRO HOLDINGS,1.86,5.27,11.31,8.61,19.477,15.844,48.1,82.6611,4.1759,4.1579,0.5405,5018974
2017-04-30,0.6071,0.4317,0.378,0.2687,4625,4899,105.353,CURRO HOLDINGS,1.86,5.27,11.31,8.61,20.163,15.89,48.1,82.6611,4.1759,4.1579,0.5405,5018974
2017-05-31,0.2057,0.1637,0.4205,0.3347,4500,4600,102.505,CURRO HOLDINGS,1.86,5.27,11.31,8.61,19.94,14.789,48.1,82.6611,4.1759,4.1579,0.5405,5018974
2017-06-30,0.4041,0.3216,0.3459,0.2754,4425,4500,100.797,CURRO HOLDINGS,1.86,5.27,11.31,8.61,19.732,14.334,48.1,82.6611,4.1759,4.1579,0.5405,5018974
2017-07-31,0.0116,0.0093,0.2105,0.1676,4245,4415,96.697,CURRO HOLDINGS,1.86,5.27,11.31,8.61,20.485,15.118,48.1,82.6611,4.1759,4.1579,0.5405,5018974
2017-08-31,-0.0095,-0.0076,0.3293,0.2621,3890,4245,79.713,CURRO HOLDINGS,1.86,5.27,11.31,8.61,19.774,15.645,48.1,82.6611,4.1759,4.1579,0.5405,5018974
2017-09-30,-0.0435,-0.0346,0.2408,0.1917,3780,3900,77.459,CURRO HOLDINGS,1.86,5.27,11.31,8.61,19.31,15.046,48.1,82.6611,4.1759,4.1579,0.5405,5018974
2017-10-31,0.0523,0.0416,0.3049,0.2427,4020,3800,88.58,CURRO HOLDINGS,1.86,5.27,11.31,8.61,20.48,14.703,48.1,82.6611,4.1759,4.1579,0.5405,5018974
2017-11-30,0.1245,0.0991,0.3056,0.2433,4121,4020,90.805,CURRO HOLDINGS,1.86,5.27,11.31,8.61,21.436,15.82,48.1,82.6611,4.1759,4.1579,0.5405,5018974
2017-12-31,0.0231,0.0184,0.2625,0.209,4240,4121,93.427,CURRO HOLDINGS,1.86,5.27,11.31,8.61,21.237,18.235,48.1,82.6611,4.1759,4.1579,0.5405,5018974
2018-01-31,0.1184,0.0942,0.4455,0.3546,3837,4280,84.547,CURRO HOLDINGS,1.86,4.62,12.16,8.73,20.955,19.016,60.1,40.0666,4.8357,4.7346,0.6388,5238000
2018-02-28,0.4971,0.3957,0.4707,0.3747,3500,3837,72.765,CURRO HOLDINGS,1.86,4.62,12.16,8.73,19.253,20.066,60.1,40.0666,4.8357,4.7346,0.6388,5238000
2018-03-31,0.3084,0.2455,0.3781,0.301,3189,3499,66.299,CURRO HOLDINGS,1.86,4.62,12.16,8.73,18.405,20.292,60.1,40.0666,4.8357,4.7346,0.6388,5238000
2018-04-30,0.3844,0.306,0.2716,0.2162,3370,3106,70.062,CURRO HOLDINGS,1.86,4.62,12.16,8.73,19.269,20.069,60.1,40.0666,4.8357,4.7346,0.6388,5238000
2018-05-31,0.2637,0.2099,0.2965,0.236,3027,3370,62.931,CURRO HOLDINGS,1.86,4.62,12.16,8.73,19.268,17.459,60.1,40.0666,4.8357,4.7346,0.6388,5238000
2018-06-30,0.1538,0.1145,0.3522,0.2621,2920,2855,60.706,CURRO HOLDINGS,1.86,4.62,12.16,8.73,19.714,15.929,60.1,40.0666,4.8357,4.7346,0.6388,5238000
2018-07-31,0.2684,0.1997,0.3355,0.2497,3085,2821,64.137,CURRO HOLDINGS,1.86,4.62,12.16,8.73,19.686,15.922,60.1,40.0666,4.8357,4.7346,0.6388,5238000
2018-08-31,0.2587,0.1925,0.3948,0.2938,3200,3050,56.453,CURRO HOLDINGS,1.86,4.62,12.16,8.73,20.618,16.8,60.1,40.0666,4.8357,4.7346,0.6388,5238000
2018-09-30,0.5902,0.4392,0.4154,0.3091,2950,3200,52.043,CURRO HOLDINGS,1.86,4.62,12.16,8.73,18.691,16.227,60.1,40.0666,4.8357,4.7346,0.6388,5238000
2018-10-31,0.5472,0.4072,0.479,0.3565,2401,2809,42.357,CURRO HOLDINGS,1.86,4.62,12.16,8.73,17.597,15.977,60.1,40.0666,4.8357,4.7346,0.6388,5238000
2018-11-30,0.7093,0.5279,0.4553,0.3388,2539,2401,44.792,CURRO HOLDINGS,1.86,4.62,12.16,8.73,16.7,18.185,60.1,40.0666,4.8357,4.7346,0.6388,5238000
2018-12-31,0.4454,0.3314,0.397,0.2954,2551,2550,45.004,CURRO HOLDINGS,1.86,4.62,12.16,8.73,16.444,18.111,60.1,40.0666,4.8357,4.7346,0.6388,5238000
2019-01-31,0.4732,0.3522,0.4617,0.3436,2880,2519,50.808,CURRO HOLDINGS,1.86,4.13,11.98,8.26,16.86,17.085,61.1,28.036,3.7959,3.7373,0.8322,5405000
2019-02-28,0,0,0,0,2504,2888,41.663,CURRO HOLDINGS,1.86,4.13,11.98,8.26,17.341,14.953,61.1,28.036,3.7959,3.7373,0.8322,5405000
2019-03-31,0.4688,0.3316,0.5392,0.3814,2373,2578,39.484,CURRO HOLDINGS,1.86,4.13,11.98,8.26,17.315,14.07,61.1,28.036,3.7959,3.7373,0.8322,5405000
2019-04-30,0.6322,0.4472,0.4858,0.3437,2674,2213,44.492,CURRO HOLDINGS,1.86,4.13,11.98,8.26,18.131,15.478,61.1,28.036,3.7959,3.7373,0.8322,5405000
2019-05-31,0.4773,0.3377,0.5768,0.4081,2500,2693,41.597,CURRO HOLDINGS,1.86,4.13,11.98,8.26,17.325,14.279,61.1,28.036,3.7959,3.7373,0.8322,5405000
2019-06-30,0.7232,0.5116,0.5413,0.3829,2372,2500,39.467,CURRO HOLDINGS,1.86,4.13,11.98,8.26,18.149,14.347,61.1,28.036,3.7959,3.7373,0.8322,5405000
2019-07-31,0.4715,0.3335,0.467,0.3303,2224,2308,37.004,CURRO HOLDINGS,1.86,4.13,11.98,8.26,17.346,13.733,61.1,28.036,3.7959,3.7373,0.8322,5405000
2019-08-31,0.7083,0.5011,0.5194,0.3674,1924,2241,25.15,CURRO HOLDINGS,1.86,4.13,11.98,8.26,16.304,12.926,61.1,28.036,3.7959,3.7373,0.8322,5405000
2019-09-30,0.697,0.4931,0.4045,0.2861,1872,1905,24.47,CURRO HOLDINGS,1.86,4.13,11.98,8.26,15.757,13.287,61.1,28.036,3.7959,3.7373,0.8322,5405000
2019-10-31,0.5013,0.3546,0.558,0.3948,1823,1850,23.83,CURRO HOLDINGS,1.86,4.13,11.98,8.26,16.25,13.523,61.1,28.036,3.7959,3.7373,0.8322,5405000
2019-11-30,0.6339,0.4484,0.5341,0.3778,1704,1865,22.274,CURRO HOLDINGS,1.86,4.13,11.98,8.26,15.858,13.178,61.1,28.036,3.7959,3.7373,0.8322,5405000
2019-12-31,0.5414,0.383,0.5456,0.386,1770,1704,23.137,CURRO HOLDINGS,1.86,4.13,11.98,8.26,16.321,13.14,61.1,28.036,3.7959,3.7373,0.8322,5405000
2020-01-31,0.4798,0.3394,0.5058,0.3578,1603,1730,20.954,CURRO HOLDINGS,1.86,3.27,13.12,,16.22,12.203,36.4,26.2912,-0.5093,-0.458,0.5591,6768000
2020-02-29,0.9996,0.7071,0.6055,0.4283,1141,1605,18.674,CURRO HOLDINGS,1.86,3.27,13.12,,14.611,11.175,36.4,26.2912,-0.5093,-0.458,0.5591,6768000
2020-03-31,1.1934,0.6825,1.0306,0.5894,715,1200,11.702,CURRO HOLDINGS,1.86,3.27,13.12,,12.571,12.903,36.4,26.2912,-0.5093,-0.458,0.5591,6768000
2020-04-30,1.6774,0.9594,0.9737,0.5569,971,715,15.891,CURRO HOLDINGS,1.86,3.27,13.12,,14.203,14.333,36.4,26.2912,-0.5093,-0.458,0.5591,6768000
2020-05-31,1.9414,1.1104,1.1954,0.6837,738,970,12.078,CURRO HOLDINGS,1.86,3.27,13.12,,14.574,13.563,36.4,26.2912,-0.5093,-0.458,0.5591,6768000
2020-06-30,1.7553,1.0039,1.2353,0.7065,900,750,14.729,CURRO HOLDINGS,1.86,3.27,13.12,,17.288,14.458,36.4,26.2912,-0.5093,-0.458,0.5591,6768000
2020-07-31,1.5338,0.8772,1.2748,0.7291,889,892,14.549,CURRO HOLDINGS,1.86,3.27,13.12,,18.266,13.633,36.4,26.2912,-0.5093,-0.458,0.5591,6768000
2020-08-31,1.582,0.9048,1.1719,0.6703,820,883,16.728,CURRO HOLDINGS,1.86,3.27,13.12,,19.619,14.405,36.4,26.2912,-0.5093,-0.458,0.5591,6768000
2020-09-30,1.7734,1.0143,0.9537,0.5455,810,844,16.524,CURRO HOLDINGS,1.86,3.27,13.12,,20.044,26.29,36.4,26.2912,-0.5093,-0.458,0.5591,6768000
2020-10-31,1.6536,0.9457,1.2781,0.731,995,810,20.299,CURRO HOLDINGS,1.86,3.27,13.12,,19.286,26.313,36.4,26.2912,-0.5093,-0.458,0.5591,6768000
2020-11-30,1.6019,0.9162,1.1074,0.6334,950,990,19.381,CURRO HOLDINGS,1.86,3.27,13.12,,22.015,52.614,36.4,26.2912,-0.5093,-0.458,0.5591,6768000
2020-12-31,1.4044,0.8032,0.9335,0.5339,948,952,19.34,CURRO HOLDINGS,1.86,3.27,13.12,,23.046,18.359,36.4,26.2912,-0.5093,-0.458,0.5591,6768000
2009-01-31,0.5449,0.5055,0.4482,0.4157,1650,1650,12.593,CLICKS GROUP,1.86,7.12,13.24,9.06,9.053,10.913,167.7,11.7889,41.6694,42.0656,2.4717,1122978
2009-02-28,0.7202,0.668,0.4442,0.412,1475,1585,11.257,CLICKS GROUP,1.86,7.12,13.24,9.06,8.205,9.322,167.7,11.7889,41.6694,42.0656,2.4717,1122978
2009-03-31,0.5574,0.517,0.5307,0.4923,1500,1475,11.448,CLICKS GROUP,1.86,7.12,13.24,9.06,9.681,9.492,167.7,11.7889,41.6694,42.0656,2.4717,1122978
2009-04-30,0.5909,0.5481,0.3878,0.3597,1645,1400,12.555,CLICKS GROUP,1.86,7.12,13.24,9.06,9.834,9.958,167.7,11.7889,41.6694,42.0656,2.4717,1122978
2009-05-31,0.5762,0.5345,0.4782,0.4436,1750,1640,12.021,CLICKS GROUP,1.86,7.12,13.24,9.06,10.721,10.949,167.7,11.7889,41.6694,42.0656,2.4717,1122978
2009-06-30,0.5699,0.5286,0.5284,0.4901,1835,1786,12.605,CLICKS GROUP,1.86,7.12,13.24,9.06,10.632,11.334,167.7,11.7889,41.6694,42.0656,2.4717,1122978
2009-07-31,0.5818,0.5397,0.4751,0.4406,2048,1835,14.253,CLICKS GROUP,1.86,7.12,13.24,9.06,11.92,12.356,167.7,11.7889,41.6694,42.0656,2.4717,1122978
2009-08-31,0.5981,0.5659,0.5947,0.5628,2030,2048,14.128,CLICKS GROUP,1.86,7.12,13.24,9.06,13.56,12.575,167.7,11.7889,41.6694,42.0656,2.4717,1122978
2009-09-30,0.5624,0.5322,0.4466,0.4226,2290,2040,15.938,CLICKS GROUP,1.86,7.12,13.24,9.06,14.531,13.556,167.7,11.7889,41.6694,42.0656,2.4717,1122978
2009-10-31,0.5708,0.5402,0.4661,0.4411,2470,2289,14.728,CLICKS GROUP,1.86,7.12,13.24,9.06,15.57,13.997,167.7,11.7889,41.6694,42.0656,2.4717,1122978
2009-11-30,0.5347,0.506,0.595,0.5631,2515,2470,14.997,CLICKS GROUP,1.86,7.12,13.24,9.06,16.643,13.127,167.7,11.7889,41.6694,42.0656,2.4717,1122978
2009-12-31,0.5618,0.5317,0.3676,0.3478,2725,2595,16.249,CLICKS GROUP,1.86,7.12,13.24,9.06,17.197,14.008,167.7,11.7889,41.6694,42.0656,2.4717,1122978
2010-01-31,0.5474,0.518,0.4635,0.4386,2650,2722,16.158,CLICKS GROUP,1.86,4.26,12.66,8.27,16.52,13.588,212.3,16.6604,49.9564,49.5695,2.3571,1140646
2010-02-28,0.6588,0.6234,0.4669,0.4418,2760,2608,16.828,CLICKS GROUP,1.86,4.26,12.66,8.27,17.376,14.591,212.3,16.6604,49.9564,49.5695,2.3571,1140646
2010-03-31,0.5932,0.5613,0.4308,0.4077,2964,2797,18.072,CLICKS GROUP,1.86,4.26,12.66,8.27,17.652,15.983,212.3,16.6604,49.9564,49.5695,2.3571,1140646
2010-04-30,0.537,0.5081,0.467,0.4419,3095,2964,16.585,CLICKS GROUP,1.86,4.26,12.66,8.27,17.543,16.377,212.3,16.6604,49.9564,49.5695,2.3571,1140646
2010-05-31,0.5778,0.5468,0.6041,0.5717,3254,3085,17.437,CLICKS GROUP,1.86,4.26,12.66,8.27,16.616,16.029,212.3,16.6604,49.9564,49.5695,2.3571,1140646
2010-06-30,0.5497,0.5201,0.46,0.4353,3395,3258,18.352,CLICKS GROUP,1.86,4.26,12.66,8.27,16.053,16.019,212.3,16.6604,49.9564,49.5695,2.3571,1140646
2010-07-31,0.5405,0.5115,0.4931,0.4666,3615,3390,19.541,CLICKS GROUP,1.86,4.26,12.66,8.27,17.038,17.436,212.3,16.6604,49.9564,49.5695,2.3571,1140646
2010-08-31,0.549,0.5031,0.5632,0.5161,3750,3643,20.271,CLICKS GROUP,1.86,4.26,12.66,8.27,16.039,15.866,212.3,16.6604,49.9564,49.5695,2.3571,1140646
2010-09-30,0.6013,0.5511,0.4139,0.3793,4420,3770,23.893,CLICKS GROUP,1.86,4.26,12.66,8.27,16.556,18.305,212.3,16.6604,49.9564,49.5695,2.3571,1140646
2010-10-31,0.5956,0.5458,0.4954,0.454,4570,4399,21.526,CLICKS GROUP,1.86,4.26,12.66,8.27,17.085,18.588,212.3,16.6604,49.9564,49.5695,2.3571,1140646
2010-11-30,0.589,0.5398,0.5775,0.5292,4345,4555,20.466,CLICKS GROUP,1.86,4.26,12.66,8.27,16.252,17.867,212.3,16.6604,49.9564,49.5695,2.3571,1140646
2010-12-31,0.5723,0.5245,0.4961,0.4546,4334,4348,20.414,CLICKS GROUP,1.86,4.26,12.66,8.27,17.189,18.337,212.3,16.6604,49.9564,49.5695,2.3571,1140646
2011-01-31,0.555,0.5086,0.6166,0.565,3965,4350,19.029,CLICKS GROUP,1.86,4.99,12.85,8.15,16.803,16.596,250.1,15.7897,61.8428,67.491,3.1362,964472
2011-02-28,0.654,0.5993,0.6092,0.5583,3850,4000,18.477,CLICKS GROUP,1.86,4.99,12.85,8.15,15.4,16.213,250.1,15.7897,61.8428,67.491,3.1362,964472
2011-03-31,0.5724,0.5246,0.4414,0.4045,4256,3853,20.426,CLICKS GROUP,1.86,4.99,12.85,8.15,15.395,16.855,250.1,15.7897,61.8428,67.491,3.1362,964472
2011-04-30,0.6185,0.5668,0.4916,0.4505,4390,4300,18.842,CLICKS GROUP,1.86,4.99,12.85,8.15,15.701,17.845,250.1,15.7897,61.8428,67.491,3.1362,964472
2011-05-31,0.5764,0.5282,0.5727,0.5248,4280,4415,18.37,CLICKS GROUP,1.86,4.99,12.85,8.15,15.329,16.203,250.1,15.7897,61.8428,67.491,3.1362,964472
2011-06-30,0.6016,0.5513,0.4546,0.4166,4225,4280,18.299,CLICKS GROUP,1.86,4.99,12.85,8.15,14.854,15.788,250.1,15.7897,61.8428,67.491,3.1362,964472
2011-07-31,0.6208,0.5689,0.4953,0.4539,4000,4225,17.324,CLICKS GROUP,1.86,4.99,12.85,8.15,15.433,16.136,250.1,15.7897,61.8428,67.491,3.1362,964472
2011-08-31,0.6056,0.4714,0.462,0.3597,4170,4084,18.06,CLICKS GROUP,1.86,4.99,12.85,8.15,12.692,16.564,250.1,15.7897,61.8428,67.491,3.1362,964472
2011-09-30,0.6258,0.4872,0.4911,0.3823,3764,4151,16.302,CLICKS GROUP,1.86,4.99,12.85,8.15,12.124,15.222,250.1,15.7897,61.8428,67.491,3.1362,964472
2011-10-31,0.6475,0.504,0.6292,0.4898,4165,3700,16.653,CLICKS GROUP,1.86,4.99,12.85,8.15,13.205,17.364,250.1,15.7897,61.8428,67.491,3.1362,964472
2011-11-30,0.6371,0.4959,0.4917,0.3828,4450,4100,17.792,CLICKS GROUP,1.86,4.99,12.85,8.15,12.936,16.955,250.1,15.7897,61.8428,67.491,3.1362,964472
2011-12-31,0.6363,0.4953,0.4971,0.387,4623,4398,18.484,CLICKS GROUP,1.86,4.99,12.85,8.15,12.712,16.673,250.1,15.7897,61.8428,67.491,3.1362,964472
2012-01-31,0.5841,0.4547,0.5656,0.4403,3970,4650,16.212,CLICKS GROUP,1.86,5.62,10.67,6.34,13.42,17.483,273.5,20.3035,59.5501,51.0707,2.3292,1348496
2012-02-29,0.5859,0.4561,0.4772,0.3714,4390,3999,17.927,CLICKS GROUP,1.86,5.62,10.67,6.34,13.359,16.174,273.5,20.3035,59.5501,51.0707,2.3292,1348496
2012-03-31,0.6052,0.4711,0.4877,0.3796,4473,4390,18.266,CLICKS GROUP,1.86,5.62,10.67,6.34,12.681,16.43,273.5,20.3035,59.5501,51.0707,2.3292,1348496
2012-04-30,0.5878,0.4576,0.5991,0.4663,4678,4483,18.152,CLICKS GROUP,1.86,5.62,10.67,6.34,13.014,18.098,273.5,20.3035,59.5501,51.0707,2.3292,1348496
2012-05-31,0.5881,0.4578,0.452,0.3519,4679,4749,18.156,CLICKS GROUP,1.86,5.62,10.67,6.34,12.211,17.278,273.5,20.3035,59.5501,51.0707,2.3292,1348496
2012-06-30,0.5752,0.4477,0.4891,0.3808,5375,4716,20.856,CLICKS GROUP,1.86,5.62,10.67,6.34,12.398,18.095,273.5,20.3035,59.5501,51.0707,2.3292,1348496
2012-07-31,0.5862,0.4563,0.5608,0.4365,5462,5400,21.194,CLICKS GROUP,1.86,5.62,10.67,6.34,13.144,19.805,273.5,20.3035,59.5501,51.0707,2.3292,1348496
2012-08-31,0.5886,0.5279,0.4881,0.4378,5750,5440,22.312,CLICKS GROUP,1.86,5.62,10.67,6.34,13.692,19.293,273.5,20.3035,59.5501,51.0707,2.3292,1348496
2012-09-30,0.5582,0.5006,0.4742,0.4253,5788,5770,22.459,CLICKS GROUP,1.86,5.62,10.67,6.34,13.696,18.695,273.5,20.3035,59.5501,51.0707,2.3292,1348496
2012-10-31,0.5688,0.5101,0.4316,0.3871,5978,5750,21.857,CLICKS GROUP,1.86,5.62,10.67,6.34,14.234,19.289,273.5,20.3035,59.5501,51.0707,2.3292,1348496
2012-11-30,0.5473,0.4908,0.4623,0.4146,6300,6000,23.034,CLICKS GROUP,1.86,5.62,10.67,6.34,14.341,19.257,273.5,20.3035,59.5501,51.0707,2.3292,1348496
2012-12-31,0.5181,0.4646,0.5945,0.5332,6491,6349,23.733,CLICKS GROUP,1.86,5.62,10.67,6.34,14.764,20.315,273.5,20.3035,59.5501,51.0707,2.3292,1348496
2013-01-31,0.4692,0.4208,0.4224,0.3788,6000,6599,21.937,CLICKS GROUP,1.86,5.67,10.93,7.91,15.21,18.334,302.4,18.8889,55.1413,54.5896,2.7763,1376033
2013-02-28,0.4594,0.4121,0.4406,0.3952,5925,5900,21.663,CLICKS GROUP,1.86,5.67,10.93,7.91,16.645,16.93,302.4,18.8889,55.1413,54.5896,2.7763,1376033
2013-03-31,0.4542,0.4074,0.4463,0.4002,5799,5948,21.202,CLICKS GROUP,1.86,5.67,10.93,7.91,16.509,17.306,302.4,18.8889,55.1413,54.5896,2.7763,1376033
2013-04-30,0.4212,0.3777,0.5822,0.5222,5720,5790,19.909,CLICKS GROUP,1.86,5.67,10.93,7.91,16.046,17.408,302.4,18.8889,55.1413,54.5896,2.7763,1376033
2013-05-31,0.4385,0.3932,0.4772,0.428,5977,5758,20.804,CLICKS GROUP,1.86,5.67,10.93,7.91,17.5,16.904,302.4,18.8889,55.1413,54.5896,2.7763,1376033
2013-06-30,0.4475,0.4013,0.481,0.4314,5548,5750,19.31,CLICKS GROUP,1.86,5.67,10.93,7.91,16.35,16.256,302.4,18.8889,55.1413,54.5896,2.7763,1376033
2013-07-31,0.4686,0.4203,0.4543,0.4075,5740,5477,19.979,CLICKS GROUP,1.86,5.67,10.93,7.91,17.524,16.025,302.4,18.8889,55.1413,54.5896,2.7763,1376033
2013-08-31,0.446,0.4,0.4744,0.4254,5483,5795,19.084,CLICKS GROUP,1.86,5.67,10.93,7.91,17.756,15.618,302.4,18.8889,55.1413,54.5896,2.7763,1376033
2013-09-30,0.4865,0.4364,0.6203,0.5563,5475,5560,19.056,CLICKS GROUP,1.86,5.67,10.93,7.91,18.165,17.175,302.4,18.8889,55.1413,54.5896,2.7763,1376033
2013-10-31,0.6264,0.5617,0.4952,0.4442,6255,5485,20.684,CLICKS GROUP,1.86,5.67,10.93,7.91,18.827,18.112,302.4,18.8889,55.1413,54.5896,2.7763,1376033
2013-11-30,0.4891,0.4387,0.5378,0.4823,6446,6236,21.316,CLICKS GROUP,1.86,5.67,10.93,7.91,18.071,16.599,302.4,18.8889,55.1413,54.5896,2.7763,1376033
2013-12-31,0.61,0.5169,0.6039,0.5117,6279,6370,20.763,CLICKS GROUP,1.86,5.67,10.93,7.91,18.581,16.57,302.4,18.8889,55.1413,54.5896,2.7763,1376033
2014-01-31,0.6344,0.5376,0.6825,0.5784,5678,6296,18.776,CLICKS GROUP,1.86,6.09,10.33,7.8,18.126,14.607,341.7,19.3913,58.7571,55.1772,2.7689,1566973
2014-02-28,0.3199,0.2711,0.6863,0.5816,5622,5500,18.591,CLICKS GROUP,1.86,6.09,10.33,7.8,17.898,14.865,341.7,19.3913,58.7571,55.1772,2.7689,1566973
2014-03-31,0.5951,0.5043,0.6599,0.5592,6555,5615,21.676,CLICKS GROUP,1.86,6.09,10.33,7.8,17.125,16.57,341.7,19.3913,58.7571,55.1772,2.7689,1566973
2014-04-30,0.5458,0.4625,0.6522,0.5527,6415,6600,20.274,CLICKS GROUP,1.86,6.09,10.33,7.8,17.457,16.829,341.7,19.3913,58.7571,55.1772,2.7689,1566973
2014-05-31,0.5558,0.471,0.7075,0.5996,6355,6550,20.085,CLICKS GROUP,1.86,6.09,10.33,7.8,17.851,16.981,341.7,19.3913,58.7571,55.1772,2.7689,1566973
2014-06-30,0.5792,0.4908,0.6824,0.5783,6350,6300,20.069,CLICKS GROUP,1.86,6.09,10.33,7.8,18.463,17.062,341.7,19.3913,58.7571,55.1772,2.7689,1566973
2014-07-31,0.5884,0.4986,0.7761,0.6576,6568,6400,20.758,CLICKS GROUP,1.86,6.09,10.33,7.8,18.08,18.046,341.7,19.3913,58.7571,55.1772,2.7689,1566973
2014-08-31,0.4836,0.4098,0.7235,0.6131,6915,6581,21.855,CLICKS GROUP,1.86,6.09,10.33,7.8,17.739,17.768,341.7,19.3913,58.7571,55.1772,2.7689,1566973
2014-09-30,0.6467,0.548,0.6844,0.58,6700,6980,21.175,CLICKS GROUP,1.86,6.09,10.33,7.8,16.928,17.318,341.7,19.3913,58.7571,55.1772,2.7689,1566973
2014-10-31,0.6021,0.5102,0.7545,0.6394,7510,6700,21.978,CLICKS GROUP,1.86,6.09,10.33,7.8,17.017,18.852,341.7,19.3913,58.7571,55.1772,2.7689,1566973
2014-11-30,0.4122,0,0.7482,0,7960,7508,23.295,CLICKS GROUP,1.86,6.09,10.33,7.8,17,19.721,341.7,19.3913,58.7571,55.1772,2.7689,1566973
2014-12-31,0.5895,0.5887,0.7232,0.7222,8100,7948,23.705,CLICKS GROUP,1.86,6.09,10.33,7.8,16.972,19.279,341.7,19.3913,58.7571,55.1772,2.7689,1566973
2015-01-31,0.6342,0.6334,0.7546,0.7536,9032,8001,26.432,CLICKS GROUP,1.86,4.58,11.83,9.77,17.421,21.892,399.2,23.5271,53.3315,47.4251,2.6007,2012807
2015-02-28,0.5043,0.5037,0.7657,0.7647,8955,9078,26.207,CLICKS GROUP,1.86,4.58,11.83,9.77,18.84,21.629,399.2,23.5271,53.3315,47.4251,2.6007,2012807
2015-03-31,0.5642,0.5635,0.6983,0.6974,9144,9000,26.76,CLICKS GROUP,1.86,4.58,11.83,9.77,18.37,20.999,399.2,23.5271,53.3315,47.4251,2.6007,2012807
2015-04-30,0.5806,0.5798,0.8802,0.8791,9129,9100,24.956,CLICKS GROUP,1.86,4.58,11.83,9.77,19.164,21.269,399.2,23.5271,53.3315,47.4251,2.6007,2012807
2015-05-31,0.5188,0.5182,0.7393,0.7384,8616,9302,23.553,CLICKS GROUP,1.86,4.58,11.83,9.77,18.268,21.108,399.2,23.5271,53.3315,47.4251,2.6007,2012807
2015-06-30,0.6981,0.6972,0.6661,0.6652,9000,8660,24.603,CLICKS GROUP,1.86,4.58,11.83,9.77,17.455,21.475,399.2,23.5271,53.3315,47.4251,2.6007,2012807
2015-07-31,0.6719,0.671,0.7388,0.7379,9648,9001,26.375,CLICKS GROUP,1.86,4.58,11.83,9.77,17.962,20.896,399.2,23.5271,53.3315,47.4251,2.6007,2012807
